178,236040,47.39,12.8,3865000000,1401000000,1775000000,621700000,39390000000,1500,5,27000,1306000000,67.83,125000,51.59,27269482,61000,776200,6.74,0
179,603700,10.49,16.42,16370000000,132000000000,180000000000,32910000000,299100000000,6300,12,169679,31450000000,20.34,3800000,66.85,47425336,10833300,4200000,1.4,4
180,82880,18.78,4.26,5900000000,36510000000,45120000000,69480000000,63670000000,25200,5.7,1088,45660000000,14.51,1110200,75.24,2563212,1135800,2972300,2.94,6
181,244820,10.78,10.18,4710000000000,337400000000,395900000000,347200000000,1782000000000,29600,3.2,392931,439400000000,5.16,25000000,78.38,60441457,34898000,49677000,1.66,4
182,9631418,14.14,8.25,1400000000000,3660000000000,3839000000000,795000000000,11750000000000,40100,4.4,6393603,1476000000000,6.5,159000000,77.71,295734134,181599900,158722000,2.08,8
183,176220,14.09,9.06,12800000000,5878000000,8536000000,2200000000,49270000000,14500,10.2,8983,2071000000,11.95,400000,76.13,3415920,946500,652000,1.91,5
184,447400,26.22,7.95,4351000000,46660000000,47700000000,3700000000,47590000000,1800,4.4,81600,2820000000,71.1,492000,64.19,26851195,1717100,320800,2.94,3
185,912050,18.91,4.9,33290000000,89300000000,89700000000,35840000000,145200000000,5800,16.8,96155,14980000000,22.2,1274400,74.31,25375281,2841800,6463600,2.26,5
186,329560,17.07,6.2,16550000000,32060000000,34480000000,23720000000,227200000000,2700,7.7,93300,26310000000,25.95,3500000,70.61,83535576,4402000,2742000,1.94,2
187,527970,43.07,8.53,5400000000,2827000000,3040000000,4468000000,16250000000,800,1.9,67000,3734000000,61.5,100000,61.75,20727063,542200,411100,6.67,6
188,752614,41.38,20.23,5353000000,5345000000,8167000000,1548000000,9409000000,900,4.6,91440,1519000000,88.29,68200,39.7,11261795,88400,241000,5.47,0
189,390580,29.74,24.66,4086000000,11220000000,8839000000,1409000000,24370000000,1900,-8.2,18338,1599000000,67.69,500000,36.67,12746990,300900,379100,3.54,0
